bpm,sdnn,rmssd,hr_mad,rri_mean,ibi_mean,lf,hf,lf/hf,rsa
88.81327094853256,185.1046143040932,202.64547409711133,83.33333333333337,0.8305000000000001,0.8215,12.634526940411803,12.181390194213959,1.0371990995258553,2.499909393224557
106.61105318039627,216.03297990701077,286.18149327795675,179.16666666666663,0.8310833333333335,0.82375,14.298902389262325,14.287823942560056,1.000775376764636,2.659407702008958
119.53244113162799,204.43391858920927,309.4022996641675,225.0,0.8332499999999999,0.8262083333333333,15.076781601723624,13.677760086965817,1.102284402260499,2.6157711624552396
123.36713039377506,197.41607105163743,309.2887684904434,225.0,0.831625,0.824375,11.182688783254154,12.81621834481231,0.8725419997062263,2.5507114270732236
122.08932626797879,197.83820443913282,304.48501616630233,216.66666666666669,0.8247083333333333,0.8197083333333333,6.699534194041533,10.626020862575372,0.6304838171019554,2.3633057913785436
72.94233612617052,78.28932499132169,50.398012385309606,58.33333333333326,0.825375,0.825625,5.891946872245498,6.597913644701801,0.8930015137401499,1.8867534846185574
72.68066015061689,76.88747364481776,44.61912757880548,58.33333333333337,0.8235416666666666,0.8232916666666666,6.233718069167796,4.271468931952723,1.4593850894095164,1.4519577802488288
72.65349706353443,77.56274589904545,45.709648660609155,58.33333333333337,0.8235416666666667,0.8240833333333333,6.400150176903282,3.902644409086963,1.6399521724298267,1.3616543769731526
72.95221843003414,76.38175209393513,45.74212874738497,58.33333333333326,0.8194999999999999,0.820375,6.361776144873746,3.4527090038992494,1.8425462840016922,1.239159141442012
73.30139372822299,79.58729807139285,45.74792241591311,58.33333333333326,0.818125,0.8145,6.451206271909937,4.670678383303641,1.3812139784599988,1.541304325221715
73.52154207393656,79.27763649669035,44.88919582461055,58.33333333333337,0.8152499999999999,0.8120833333333333,6.5255437624947294,4.649973100893094,1.403350862662282,1.5368614348283598
73.25463743676222,81.5016485291453,44.951904196956015,66.66666666666663,0.8208333333333332,0.8113333333333332,5.306961181090737,4.249978868034704,1.248702957326658,1.4469140106968355
72.62594739188586,81.62509503359954,45.208647835126186,66.66666666666674,0.8277916666666666,0.8181666666666666,4.849665396098633,4.309323761389788,1.1253889623124027,1.460780991896016
72.09060567926905,79.73113710115507,45.28108487916643,58.33333333333337,0.8315833333333333,0.8227083333333333,5.1601905418828515,4.1305907765102114,1.2492621082746211,1.4184204419028155
71.50224953363328,79.77746657496164,54.3564059062876,58.33333333333337,0.8340833333333333,0.82575,4.261241064252454,4.100226428671626,1.0392696936088461,1.4110421986906097
72.4924760601915,75.16106277146811,44.90244662442044,58.33333333333337,0.8284166666666668,0.8202083333333333,4.830360582745825,5.066925978858234,0.953311850794845,1.6227343179122768
72.37989447375728,71.6890894981915,54.94006600572281,50.0,0.8265000000000002,0.8174166666666666,4.015533035637677,4.621428252296829,0.8688943799229114,1.5307038028368118
72.11155378486056,72.06948261177209,55.13812817184289,50.0,0.82875,0.8194999999999999,4.2695664353164124,4.289967545204425,0.9952444605528968,1.4562791676908953
72.40310920258737,74.41376000410285,46.817862147726125,50.0,0.8315,0.8209166666666665,3.860786677816955,4.664105242431483,0.8277657722415064,1.539896013637409
72.44490621753157,76.1773612114345,47.33866088074864,54.166666666666686,0.8291249999999999,0.8215833333333334,4.450308102944891,4.520235678115378,0.9845301041472154,1.5085641336608044
72.7952085279411,76.96065773892707,47.28015214747903,58.33333333333337,0.8278333333333332,0.8185416666666667,4.52346617413023,4.0486081293677465,1.1172892089303392,1.398373150288724
72.5735652739392,76.51014141985074,46.857249725649204,58.33333333333337,0.8294166666666665,0.8208749999999999,5.179196815118113,4.120141229378588,1.2570435154474677,1.41588744174931
72.5179856115108,75.56997661494458,46.180260798908414,50.0,0.8290416666666667,0.8208749999999999,4.753085416971403,4.338724282673021,1.0955029882754155,1.467580360817726
72.50522256146553,75.36778931472531,46.40210332772336,50.0,0.8277083333333333,0.820125,4.037408790408759,4.211813456540061,0.9585915501883189,1.4378933047202256
72.65310503998711,76.92342477023088,45.936149500343134,54.166666666666515,0.8266249999999999,0.818375,5.153959326880834,4.097967831375572,1.2576866239457023,1.410491199950752
72.92317638185541,78.58526271778135,49.08200153209051,58.33333333333326,0.8254583333333332,0.8160416666666667,3.9272376349968545,5.334623159010478,0.7361790173245002,1.6742182466469977
73.0310262529833,79.63097755752673,50.509697169917004,58.33333333333337,0.8267083333333334,0.818,4.509911126541141,4.572335462767553,0.9863473848901219,1.5200241165496133
72.70370970354772,83.31061964657832,50.611020636182246,58.33333333333326,0.8255,0.8214583333333334,4.53161543430889,6.247134729527483,0.7253910201247812,1.8321229153554608
72.21238938053098,84.09814706519626,50.64849640631998,58.33333333333337,0.8310833333333334,0.82625,4.899339625095018,6.566687696785188,0.7460899392997716,1.882009549626825
71.81082095554723,80.5773933704429,50.69345132584689,50.0,0.8342127303182579,0.8341666666666667,4.223660395824755,6.513351291394457,0.64846193716054,1.8738541150657237
