bpm,sdnn,rmssd,hr_mad,rri_mean,ibi_mean,lf,hf,lf/hf,rsa
77.3618334571641,44.819134592127554,26.366869104465312,33.33333333333326,0.785625,0.7809166666666667,4.400270167904436,5.218372096305545,0.8432266014567452,1.6521854943111363
77.29750997695463,43.39728503539338,26.62303949371781,33.33333333333326,0.7774583333333334,0.7775,4.174552419770439,2.1272773106495118,1.9623922085155143,0.7548429041417944
77.78720515866283,45.29594363784995,25.904530221379012,33.33333333333326,0.7721666666666667,0.7722083333333333,3.688137631378923,2.062342182665461,1.788324780620165,0.7238423188035521
78.00473987134636,42.10051546353708,24.79756751858355,33.33333333333326,0.7704166666666667,0.7704166666666665,3.178103962926872,1.46321239088552,2.1720045447424887,0.38063428640579217
77.85953177257525,41.36649234425893,23.879966341580445,33.33333333333326,0.7712916666666666,0.77125,2.42337426776792,1.5819060712194717,1.531933097582571,0.45863049414377055
78.01172856743925,41.452424190422676,24.276721369870188,33.33333333333326,0.7695833333333333,0.769625,2.479579458942574,1.5632826790742147,1.5861363348636317,0.44678789182007494
78.02044350108919,40.57596153196586,23.193078089210253,25.0,0.7692916666666666,0.7693333333333334,2.180913073255526,1.7228425674528225,1.2658806523917903,0.5439755821888484
78.2129129296418,39.935754528195474,23.110692986328186,25.0,0.7667500000000002,0.7667916666666666,2.265680669752755,1.9820684742097348,1.143088999816769,0.6841409833482287
78.30451756832123,46.107328568033736,25.11607723471696,33.33333333333326,0.7664166666666666,0.7664583333333332,2.5686841360206087,1.5903316534047731,1.615187706615322,0.4639425815279138
78.13021702838064,46.33807012997617,25.878963810174227,33.33333333333326,0.7682083333333333,0.7682916666666667,3.171482807461242,1.418224692985985,2.2362343732599097,0.3494058732338434
78.06703726126918,46.57896343940899,25.785384229947788,33.33333333333326,0.7687083333333333,0.7687916666666667,3.1950605481530454,1.7567439792671984,1.8187400018788287,0.5634620838847516
78.2220261401864,46.152705288785945,25.535573756340924,33.33333333333326,0.7669166666666666,0.7669583333333333,3.333882157872519,1.9402238313574829,1.7182977056518058,0.6628033434082172
78.52516193323369,44.841450318214505,24.792586889478976,33.33333333333326,0.7640833333333333,0.7640416666666667,3.3044040342644534,1.6316174276883648,2.025232127451624,0.48957180975281445
78.83503779457534,44.79993007824506,24.6990432009569,33.33333333333326,0.7615833333333333,0.7615833333333333,2.9884981399070147,1.410432102644598,2.1188528921764473,0.3438961132184076
79.037111334002,43.60211898838402,23.81822185444775,25.000000000000114,0.7594999999999998,0.7594583333333332,2.9228604202107893,1.137771818564829,2.5689337462213193,0.12907180467192028
79.37769321170742,43.02327844281676,23.555112074522274,25.000000000000114,0.7562083333333334,0.7562083333333333,2.75804788794587,1.1587697359242843,2.3801518131174983,0.1473588698342509
79.7122625604136,44.07669747260388,22.95015036354668,25.0,0.7528333333333334,0.752875,2.3663777169319933,1.358998274776224,1.7412661670388412,0.3067478656878653
80.13559322033899,45.11309764661312,22.942390380108098,25.000000000000114,0.7490416666666668,0.7489999999999999,2.3446792063640385,1.0790503992403002,2.1729098177571666,0.07608139439766809
80.44920877998979,44.79086237016237,22.550986864148733,25.000000000000114,0.745875,0.745875,2.3110822189076488,1.1214567510813036,2.0607858632794476,0.1146285107760468
80.75536480686696,44.520057053066886,22.71959153755736,25.000000000000114,0.7427083333333333,0.7427916666666667,2.6516998185058482,1.291317261317425,2.053484374398075,0.2556628301763286
150.69157971366175,125.50001280787772,205.60604232634137,150.00000000000006,0.7475833333333333,0.7475833333333334,3.5778768259334224,1.5060157600324975,2.375723362852602,0.4094675941519615
149.63791580806597,128.50548737282313,205.19896231615206,150.00000000000006,0.7431666666666666,0.7431666666666668,3.9773525696786662,1.6323499960069934,2.4365807451881945,0.4900206918866318
150.71157495256165,128.38880563512723,210.58417996830218,150.00000000000006,0.7506249999999999,0.7505833333333334,2.6219235770431895,4.015023275813283,0.6530282384258639,1.3900431445956902
151.1327823036213,127.86787915488519,208.9806897994546,150.00000000000006,0.7486249999999999,0.748625,2.6894809901679597,4.586826956990654,0.5863489107800323,1.5231884902447663
152.4374332819357,127.72222771615094,206.42957327931438,141.66666666666669,0.7453333333333333,0.7453750000000001,2.7256853313363947,4.699621958517084,0.579979699515332,1.5474820711229291
152.28136882129277,128.4221855702391,209.23993215050803,141.66666666666669,0.7440000000000001,0.7439583333333334,3.4404623907346283,4.35930376183927,0.7892229077615446,1.4723123569579688
153.2656023222061,125.6091676334657,207.5191821256062,141.66666666666669,0.7432916666666667,0.7432500000000001,3.9970900101465,3.815015371845089,1.0477257941462377,1.3389446940454952
154.51758340847613,123.68033235805044,206.7245576486808,141.66666666666669,0.7422083333333334,0.7421666666666669,3.556647731947106,3.9951766357901874,0.8902354153970099,1.3850877924561344
156.36678628882566,120.67073306379069,202.2970549477817,141.66666666666669,0.7402083333333335,0.7402083333333332,3.0163068669893205,4.300567681365316,0.7013741185981575,1.4587470329079524
154.12570006222774,125.0000657262011,202.16333294705657,141.66666666666669,0.7372916666666666,0.73725,3.0578835924357293,4.724619466765071,0.6472232555333077,1.552787021568121
155.1567239635996,123.95880514270561,202.79910173118162,141.66666666666669,0.73525,0.7352083333333335,2.5606561425716876,4.398634356817576,0.5821479884098231,1.4812941192978566
153.86350817822898,126.14547692838454,203.84061334597607,141.66666666666669,0.737625,0.737625,2.9676724452871004,4.19091206127399,0.7081209058786505,1.43291838596784
153.6516678140059,126.50305470549198,204.8999208808402,141.66666666666669,0.7388333333333335,0.7387500000000001,3.0033561524141543,4.153488425835008,0.7230924573505622,1.423948565687836
